série,0.9504328631834097
projection,0.943724904200229
vecteurs,0.9403041716395524
invariants,0.9399027095328051
théorie,0.9388749904190706
formule,0.936467829114139
combinatoire,0.9363308863944211
rang,0.9355766749976447
algèbres,0.9331879396281104
invariant,0.9309732172907208
polynôme,0.9299353782469493
rationnelle,0.9268564118552494
algèbre,0.9256125396314584
polynômes,0.9238548889925918
bornés,0.9204097137439008
cohomologie,0.91927275982743
donnons,0.9178365505435159
anneau,0.9160934350405409
droites,0.9144348016168461
monodromie,0.9143969428193129
généralisation,0.91426618724936
dimension,0.9141073194941455
fibré,0.9129686585010718
étudierons,0.9101617906532057
consacrée,0.9094254907243131
singularités,0.9093867092831807
pa,0.9080351965820475
preuve,0.9071012767687632
algébrique,0.9069289216537931
générales,0.9059603997505465
existence,0.9034218029388364
finie,0.9033846565191812
exemples,0.902583494122421
introduit,0.9001299139330026
fini,0.8996188644228519
admet,0.8992743990765861
équivalence,0.8990183947474234
type,0.8984854595763925
explicites,0.8963547161380611
courbes,0.8946113476358387
variété,0.8938689938250852
cas,0.8937619130897954
affine,0.8936244303831891
unicité,0.8924615902685886
nombres,0.8922524764351482
généralise,0.8906033195195928
métrique,0.8905369231748668
motivée,0.8903819200123289
modules,0.8893762026912632
singulières,0.8890516200603982
