variés,0.5181900733251502
enseignant,0.517870512361409
traduction,0.5036930591998396
manuels,0.4986036172762055
discipline,0.4961446778451324
langue,0.491045555141021
espagnol,0.4821952066298622
arabe,0.47730566245375394
enseignement,0.46715405367602136
université,0.4664197133665431
locutions,0.46377091198469617
comparer,0.46336033822908224
universitaire,0.4626168308016548
didactique,0.46025288047350654
méthodologies,0.45212324557200684
lecture,0.4512403118328281
fle,0.45094889429362917
ouvrages,0.45039514041900586
informatique,0.4472670795733618
enseignants,0.44502891009524437
écrire,0.44100151749565264
textuelle,0.44040924766441325
syntaxiques,0.43889818045551265
explicite,0.43748989171435254
école,0.4315129296184563
langues,0.4313917107494707
institutionnelle,0.42906322888436077
catégories,0.4288977156326855
traitant,0.4288901862691579
enseignementapprentissage,0.4284435337741298
classe,0.4281175802476707
française,0.426067131495286
philosophie,0.4252226280846984
perspective,0.42086735593912494
étrangère,0.4193736874561868
pédagogique,0.4178333811212857
décrire,0.41774067465539466
sciences,0.417694798882693
écoles,0.41711930872236735
collège,0.41580998615486686
échantillonnage,0.4119902172690191
domaines,0.41159700968740914
fondamentales,0.41156326946192084
disciplines,0.4110275540980893
épistémologiques,0.409381668589803
chinois,0.40822077607519974
mathématiques,0.4043368942884958
mobilisant,0.40428694223819817
linguistiques,0.4022933588216071
figées,0.40167851659591625
