poétique,0.6028740589392696
esthétique,0.5257228357288308
écrivain,0.5011706875920505
littéraire,0.49822077555914723
poètes,0.4974442139931613
poète,0.49486478508147214
écriture,0.49309119752630015
poème,0.48802070019103744
œuvre,0.47401972332043385
prose,0.47366848746800205
lecteur,0.46120888296035295
auteurs,0.4552858570646755
quête,0.45237330027790634
arts,0.4500386199583054
monde,0.4480383550564754
xxe,0.44774695119164765
œuvres,0.44553201269250153
poétiques,0.4400553684227423
figure,0.43822334300021276
romans,0.43428840909906335
contemporains,0.43425691515896153
siècle,0.43363509581164905
littéraires,0.43218922542146315
critique,0.42975663804733877
question,0.42962735389254014
