théâtral,0.7870487609505228
mythique,0.7247295250697857
humanisme,0.7160445372829551
altérité,0.6858585702245833
personnages,0.6773682212439459
rencontre,0.6295118641566438
incarnation,0.6122765685733804
œuvres,0.6068215834984602
scène,0.6056625488296637
fiction,0.6033334404340542
œuvre,0.5883441942788534
silence,0.5861795000984611
universelle,0.5810250914986224
poésie,0.5765032750934435
figures,0.569057594228252
voit,0.5542974511167341
critique,0.5537455801968325
auteur,0.5510693296641558
sortir,0.5499726066893083
esthétique,0.5442164936751154
platon,0.543856160318051
poétique,0.5431865645759558
poète,0.5411830348164444
écriture,0.5377267898969167
mythe,0.5370307075637331
