recherche,0.41358073248189314
pratiques,0.41157612546502215
propose,0.4088752974872131
corpus,0.40683799049660346
étude,0.3951949472716171
inscrit,0.39020161952487903
analyses,0.38496081749743305
français,0.3820999940058241
définition,0.3766406277955672
perspective,0.37643243845102714
linguistique,0.3752785334048087
mise,0.37272509599229453
démarche,0.3720575127184379
discours,0.3709297645253057
sciences,0.36882619135776923
approche,0.3649607301059731
proposer,0.3646765383644883
entretiens,0.35735838769540235
relation,0.3573574074190442
enquêtes,0.3568500148183518
fonctionnement,0.35479984384460045
contexte,0.3527169006257702
recours,0.3506865290779834
montre,0.35018961356697437
visant,0.34713806980619805
