aborde,-0.16651386,0.113384426,0.09073735,-0.34480935,-1.2383022,0.11066479,0.61563027,-0.22176412,-0.26067576,-0.20792991,-0.17415814,-0.12033942,-0.21201484,0.14130147,-0.26170307,-0.77204996,0.93229717,-1.274239,0.22165735,-1.3520255,-0.817059,0.9889456,-0.71117675,-0.5119728,0.6391972,-0.0540291,-0.005953204,0.15717809,-0.58436,0.2934204,0.5682159,-0.5451211,-0.04453696,-1.0744104,0.3054505,0.5593259,0.24307945,-0.18749687,-0.18130562,0.42735744,-0.034420248,0.39342004,0.1421977,-0.15827917,-0.27184165,-0.72580343,-0.06529618,0.48291373,0.7271625,0.66715634,0.08531405,-0.6503304,-0.5183259,0.19352771,0.45945597,0.21654068,0.3813235,-0.34947032,-0.17817646,0.4849127,0.76177853,-0.59926754,0.2811759,-0.010171428,-0.13797247,-0.55729866,0.43272159,0.120252304,0.097985215,0.12949072,-0.083292186,0.45286977,1.4835676,0.6168876,-0.19254252,-0.016631547,-0.40977764,-0.0336298,-0.8258298,-0.6301953,-0.100844435,0.041113026,0.034671634,1.0567124,-0.12744853,-0.7543445,-0.32065365,0.017387085,1.4255009,1.021476,0.15942833,-0.0082006715,0.21262912,0.045429993,1.0565008,0.1673924,-0.1962386,0.8532552,-0.0330571,-0.46831825
aborder,-0.4319223,0.8356172,-0.2251318,0.21835652,-0.36689326,-0.35140777,0.5428864,0.68278193,-0.19458538,-0.6033331,-0.016521676,-0.53519833,-0.08261248,0.21814083,0.13071355,-0.3157034,0.42961472,0.07388697,-0.1066626,-0.39222234,-0.81156564,0.2208524,-0.7046541,-0.8300328,-0.15143056,0.15033881,0.18827632,0.07022266,-0.9544164,-0.21306124,0.2759727,0.5219157,-0.23355903,-0.29022646,-0.6361535,-0.27470577,0.4737151,-0.28976142,0.087075755,0.18204315,0.15724412,-0.3306236,1.0130844,0.8649442,-0.5629342,-0.3216801,0.40261957,-0.11772339,0.41827083,0.20589036,-0.03548332,0.26638693,0.37803248,0.6026395,-0.059445795,0.047246207,0.38011298,0.48148054,0.1439497,0.21744552,-0.48323813,-0.3274719,0.599545,-0.21835682,-0.58389723,0.12294563,0.32861146,0.72849655,-1.2086378,0.5025306,-0.010356653,0.28774282,0.8915018,0.46501118,0.24463572,-0.38684407,0.6046635,0.0042961882,-0.82314306,0.40879387,-0.50373626,-0.109205574,0.7394923,0.35711697,-0.346057,-0.15089431,0.37307313,0.33468768,0.20939866,-0.1041348,0.8383342,0.15936251,0.5933753,0.18087259,1.0515211,0.27232692,-0.19481018,0.6047471,0.27389163,-0.06556757
abordons,0.6787117,0.34044084,0.12193388,0.032158587,-0.7527641,-0.26698855,0.24854289,0.34889224,-0.76382256,-0.004516217,-0.29274735,-0.70347595,0.22550501,1.2235932,0.7588758,0.024155924,-0.090447046,0.6400439,-0.20173207,-0.81942993,0.21515912,0.31866843,-0.29117036,0.15956795,0.61790425,0.6243249,-0.32525167,-0.10991434,-0.4461564,0.16766703,0.36904013,-0.45666465,0.20397201,-0.5756968,-0.13961567,0.38923192,0.45289382,0.09203624,0.44690803,-0.32220677,-1.0966748,-0.7344028,-0.14174913,-0.037390452,0.17240196,-0.089097664,0.107997596,0.11572206,-0.0040238746,0.072181426,-0.13343939,-1.0406387,-0.3238256,-0.1850761,-0.101533666,-0.09249751,0.23891254,0.23779161,0.38502955,-0.7622689,0.070633925,0.46654856,1.1692033,0.41183674,-0.7239782,0.09244222,-0.0027825655,0.037744716,-0.025265208,0.045588024,-0.3989766,0.008210864,0.80233157,0.36797237,0.06555208,0.1744503,-0.09057844,0.49242082,-1.3129296,-0.6836605,-0.2052737,0.36940706,-0.18865693,1.6831226,-0.11169138,-0.30064934,-0.3034107,0.17813745,-0.48688895,0.5936529,0.5325715,-0.2296799,0.9112483,0.37525496,0.7711251,0.19931528,-0.04259428,0.048239227,0.18119778,0.3782396
abordé,0.16420631,0.44834286,0.6056274,0.015280988,0.058348015,-0.33027515,-0.12444935,0.3966649,-0.36096993,-0.63183564,-0.06427523,-0.35706678,-0.0666364,1.015283,0.60259974,-0.768433,-0.09759871,-0.097124375,-0.38858762,-0.66677654,0.438098,-0.012611325,-0.49018696,-0.08424943,-0.5637359,-0.081540644,-0.44392228,0.56880546,-0.508346,-0.3008692,0.07254649,-0.4583848,0.37330428,-0.6744833,0.35572013,0.35022697,0.41021627,-0.72180563,0.010751494,0.89035195,-0.10414426,0.09501449,0.1300134,-0.20225945,0.23814128,-0.06370832,-0.12331313,0.2995467,0.61917746,0.22294565,0.19342883,-0.38329953,-0.28374743,-0.19028278,0.47001186,0.06323165,0.23948134,-0.07418355,0.46018088,0.45448285,-0.1380979,0.50694424,1.4787987,0.47133297,-0.30699593,1.4704953,0.06971905,0.13855904,-0.39838153,-0.06330007,-0.43627623,0.10754096,0.13282767,-0.0121484175,0.92368567,-0.008206421,-0.75451726,0.076640494,-0.30939606,-0.7973472,-0.7899628,0.5608429,0.061939385,0.66796476,0.19174905,-0.4465485,0.49336866,0.0654272,0.44108158,0.068095855,0.74563706,-0.23014747,0.26097775,0.5241351,0.48710337,-1.3025513,-0.3727887,0.44555902,-0.23551263,-0.18753086
aboutit,-0.36050224,0.28083104,-0.82230717,0.32020107,-0.7656106,0.71022606,-0.5291497,0.48745134,-0.19238028,0.065094374,-0.31616136,0.117733486,-0.32240888,1.0354972,0.68892163,0.051401705,0.40523043,-0.027307762,-0.21621032,0.670798,-0.5758431,0.7678204,0.8670912,-0.04953463,0.47878635,-0.61052763,-0.3291983,-0.064532526,-0.21497713,-0.45321375,-0.053053185,-0.44939038,0.7467546,-0.05442577,-0.038457107,-0.660196,0.14621128,0.021978151,-0.3137857,-0.35220534,-0.19224828,-0.60616785,-0.35744876,-0.23669705,0.24635124,0.019043379,0.17896628,-0.13453615,-0.053378943,0.35955375,-0.33357435,-0.3336697,-0.53190345,-0.05859658,1.0500051,0.7123323,-0.11523065,0.26815465,-0.21927796,0.10086338,-0.11429221,0.4999286,0.3062772,0.33651596,-1.7780975,-0.9609424,-0.09214385,0.22006904,0.085620694,0.4143369,-0.110970415,-0.0719694,0.17595452,0.631777,0.7959819,-0.12371271,-0.09484489,-0.0046873773,0.254475,0.008469518,0.376002,0.63542587,-0.22516447,0.75987655,-0.20046546,-0.05616283,0.073615566,0.16276878,0.20953524,0.48274916,-0.12510782,0.22907679,-0.17298798,-0.78012544,1.1311007,0.3505552,0.8332569,-0.28864995,0.712339,0.6329658
absolue,-0.11417826,-0.21395084,0.13851982,0.73655623,-0.35329273,-0.4876651,-0.27771387,0.92445636,0.060769677,-0.15117148,-0.27743977,-0.38816887,-1.0048732,0.4135721,-0.4146319,0.3008782,0.31503424,0.35219315,0.19615217,-0.62192607,0.5624194,0.83732766,0.5195632,-0.73667353,-0.47047523,-0.29604363,-0.65888155,-0.70899886,-0.96682185,-0.12328782,0.54509276,1.0384669,-0.07815618,-0.17124084,0.053981762,0.22127278,-0.13970076,0.3065993,0.80002695,0.23375723,0.266908,0.8645092,-0.20694862,-0.0779369,0.80553687,0.443028,0.34503302,-0.23703162,0.6401527,0.32005647,0.97264826,-0.48869696,-0.6379114,0.15428393,0.36673895,0.98269594,0.17743441,-0.12011243,0.49890432,-0.4405813,0.20475551,0.26639128,0.39646587,-0.18889011,-0.38570786,0.9284498,-0.24253222,0.2867181,-0.25727513,0.24934207,0.24303976,0.16320093,-0.2568155,-0.4180503,0.06831964,-0.6446201,1.0521227,0.06337892,-0.3742383,0.33834326,-0.78920996,0.3171336,0.03304313,0.7889939,-0.07852564,0.4575779,-0.6375595,-0.090662315,0.18808854,-0.0946388,-0.18440908,0.4050513,-0.054170687,0.39307636,1.0233524,0.1401052,-0.70976204,-0.36531067,0.21005248,0.10538131
académique,-0.12822199,-0.110013634,-0.7208201,0.06621138,-0.17610966,-0.97752804,-0.26835537,0.6264308,-1.2796252,-0.89182454,0.168105,-0.30297124,-0.528303,0.38799435,-0.30678457,0.046252046,-0.7570551,-0.35422286,-0.5546559,-0.016817281,0.21523903,0.74879,0.8089181,0.4032544,0.38777697,-0.04618414,0.0947978,-0.30185467,-0.09178387,0.3901282,-0.50557554,0.068252854,0.20523718,-0.23110421,-0.40121073,0.35331795,-0.25499403,0.17819434,-0.23099431,0.017500022,0.14105636,0.32818735,0.4065293,-0.25744358,-0.41998735,-0.84421927,0.6421711,0.3172064,0.44000092,0.7469088,0.25248784,0.33073103,-0.7903929,0.25795993,-0.38945866,0.71350104,-0.12900206,-0.2263517,0.45610285,0.012031333,0.49296755,0.28534773,0.43790597,-0.3206314,0.60879153,-0.4499744,-0.5857658,0.58708656,-0.90196925,0.696307,0.2716233,0.7627752,-0.38810587,0.59566474,0.91113067,-0.023940617,-0.087246284,-0.69567996,-0.32828513,-0.38045,0.27686507,0.35432562,0.503975,-0.20842318,-0.44072396,0.5001019,0.3773511,0.12047571,0.59450907,0.5341438,-0.06962305,0.44554308,0.4608483,-0.0033738364,0.5007181,0.1653727,-0.388362,-0.03821785,-0.13089387,-0.037525978
accord,-0.98125285,0.6678624,-1.1949399,-0.20530237,-0.5619654,-0.5871757,0.12990011,-0.10582304,-0.04669578,-0.51817966,-0.059168916,-0.12762813,-0.95063645,0.3345778,-0.351253,-0.6295126,0.7503963,0.080074936,0.084330864,-1.2275403,0.063669786,0.14990124,0.15245299,-0.23910692,-0.936295,0.97273165,-0.32130298,-0.40066108,-0.06681973,-0.053634744,0.44101712,0.29175174,0.15051123,-0.292423,-0.45181212,-0.059711482,-0.38251004,-0.7566491,-0.07820895,-0.99830043,-0.27364194,-0.56239307,-0.13749442,-0.22484942,1.0459944,-0.9487107,-0.84654516,0.037874628,-0.51993734,0.64397985,0.54331416,-0.29166698,-0.05878445,-0.60471416,-0.069864824,-0.13700247,0.52881426,-0.0030774039,0.98720884,-0.00036495354,0.31642964,0.2916138,-0.1038653,-0.8399118,0.06665055,1.7222257,-0.25454086,0.10694748,0.25422636,0.25322145,0.14264698,0.1348778,-0.31182733,0.0014739662,0.21268535,-0.23599371,-0.19949923,-0.097342014,-0.69500345,-0.06887122,0.10378772,0.24806207,0.027252585,-0.045612175,-0.02549498,0.5705698,-0.035076577,-0.06358816,0.45902845,0.5604673,-0.3624802,0.34443367,1.1724842,0.070637405,0.72783524,0.06239324,-0.3804036,0.8392588,-0.17088458,-0.38601992
accords,0.10417135,-0.81973636,-0.6035251,-0.5374305,-0.54265016,-0.7591371,0.43246046,-0.71446574,-0.90869576,-0.7442321,1.0812001,-1.0542766,-0.29928738,0.45276988,0.39806592,-0.29794136,-1.176777,0.36390364,-0.27115515,-1.287527,-0.10006097,0.8979367,1.0330595,0.06816115,-0.25518087,0.08084928,-0.16469498,0.94458264,-0.16578062,0.2162359,0.105753824,0.10912192,-0.09425499,-1.0335147,0.49191463,-0.69967467,-0.08979013,-0.21355778,0.2854006,-0.65116435,0.21190593,-0.10351248,-0.51836044,0.43401334,0.7836457,-0.5877641,-0.5908375,-0.1726495,0.791891,-0.40536037,0.56996894,-0.6207981,0.75046575,0.79324657,0.7616978,0.6430512,-0.1336245,0.6910334,0.3035253,-0.6194315,0.38200012,0.49624103,0.3166334,0.20084135,0.21639726,0.8008114,-0.3280778,0.19077192,-1.3899101,0.4906761,-0.10052485,0.14972784,0.9441414,-0.91531456,0.51270616,0.7438482,-0.63730645,0.05311044,-0.45464715,0.2793872,-0.4935416,-0.5170924,0.39131758,0.071068496,0.15832323,-1.3925375,-0.48310736,0.5554988,0.55479485,-0.05182994,0.5975947,0.077610604,0.94909513,0.65155536,0.122073874,0.437831,-0.12754488,0.64263356,-0.6039796,-0.09723069
accordée,-0.31323287,-0.24322316,-0.58427566,-0.9213863,-0.3932331,0.19377331,0.32933313,0.3103509,-0.36868572,-0.8911178,0.92424625,-1.0197743,-0.3593552,0.51558656,1.2379564,0.25761163,0.83699036,0.17396578,0.39484173,-0.4246419,0.70770687,0.04096309,0.74790037,-0.14663221,0.12395937,-0.12331055,-0.6265247,0.24495049,-0.3722633,0.26455265,0.87032574,0.40232763,0.38031948,-0.3388226,0.11344175,0.25350535,-0.22027177,-0.98357874,-0.6851247,0.18889244,-0.9285403,-0.45071504,-0.1632465,-0.21622695,-0.5739891,-0.40744606,0.26056615,-0.2937457,-0.22642103,-0.9026644,0.5621059,-0.13092871,-0.6081091,-0.08642328,0.09339645,0.77602077,-0.28217268,1.0640321,-0.49616298,-0.6741642,-0.08208727,-0.14781992,0.2859324,-0.21712737,0.15926474,0.16494852,-0.37235343,-0.3237359,0.046943225,-0.59533393,-0.9722017,0.17543001,-0.24018097,0.38002202,-0.0014670615,0.5525433,-0.31443453,0.12939532,-0.26269624,0.20393129,-0.73061085,0.67816156,-0.047678623,0.8270052,-0.2568353,-0.2287424,0.75184643,-0.5417767,1.0656263,0.6455367,1.0466758,-0.16031085,0.13852657,-0.44739497,0.79790485,0.3881822,-1.0610448,0.40746045,0.7250459,0.09503507
